avg_rate,bayesaverage,category,classificationtype,family,geek_rate,id,maxplayers,maxplaytime,mechanism,minage,minplayers,minplaytime,num_votes,playingtime,title,type,usersrated,yearpublished
6.34,5.87645,City Building,Strategy,,5.876,31745,5,60,"Area Control / Area Influence,Area Movement",12,2,60,806,60,Utopia,boardgame,806,2007
6.60,5.87632,Card Game,Uncategorized,,5.876,166158,4,30,"Hand Management,Set Collection",14,2,30,533,30,Dark Tales,boardgame,533,2014
6.39,5.87626,"Dice,Racing,Science Fiction","Family, Thematic","Admin: Better Description Needed!,Sci-Fi Sports",5.876,46782,6,60,"Dice Rolling,Modular Board,Variable Player Powers",12,3,60,718,60,Rush n' Crush,boardgame,718,2009
7.66,5.87612,"Civilization,Fighting,Negotiation,Political",Strategy,Country: Poland,5.876,57998,4,120,"Area Control / Area Influence,Auction/Bidding,Dice Rolling,Voting",12,3,120,231,120,Boże Igrzysko,boardgame,231,2010
6.58,5.87576,Movies / TV / Radio theme,Thematic,"Admin: Better Description Needed!,Crowdfunding: Kickstarter,Ghosts",5.876,173275,4,120,"Co-operative Play,Dice Rolling,Grid Movement",15,1,30,700,120,Ghostbusters: The Board Game,boardgame,700,2015
8.21,5.87531,Fantasy,Strategy,Crowdfunding: Kickstarter,5.875,147887,4,60,"Action Point Allowance System,Hand Management,Variable Player Powers",10,2,30,208,60,Allegiance: A Realm Divided,boardgame,208,2015
7.51,5.87523,"Wargame,World War II",Wargames,Cities: St Petersburg / Petrograd / Leningrad,5.875,11269,2,180,"Dice Rolling,Hex-and-Counter",12,2,180,241,180,Roads to Leningrad,boardgame,241,2004
7.39,5.87504,"Age of Reason,Wargame",Wargames,"Block wargames,Cities: Tallinn,Country: Sweden,Guerrilla Print",5.875,42328,2,180,"Action Point Allowance System,Area Movement,Dice Rolling,Secret Unit Deployment,Simulation",12,2,180,257,180,Pax Baltica,boardgame,257,2009
6.32,5.875,"Animals,Bluffing,Nautical",Family,Animals: Rats,5.875,41636,7,30,"Area Movement,Dice Rolling",10,3,30,837,30,Abandon Ship,boardgame,837,2009
6.66,5.87465,"Fantasy,Pirates",Strategy,Crowdfunding: Kickstarter,5.875,151151,4,120,"Deck / Pool Building,Hand Management,Worker Placement",12,2,60,487,120,Epic Resort,boardgame,487,2014
6.59,5.87454,"Wargame,World War II",Wargames,"Campaign Games,Solitaire Games,Solitaire Wargames",5.875,4556,1,90,"Area Control / Area Influence,Area Movement,Dice Rolling,Role Playing,Simulation",12,1,90,602,90,Patton's Best,boardgame,602,1987
6.92,5.87423,"Adventure,Fantasy,Fighting,Wargame",Wargames,"The Fantasy Trip,Metagaming Microgames series",5.874,3463,2,30,"Dice Rolling,Hex-and-Counter,Role Playing,Variable Player Powers",10,2,30,359,30,Wizard,boardgame,359,1978
6.21,5.87409,"Transportation,Travel",Family,"Admin: Better Description Needed!,Cities: Paris (France),Country: France",5.874,5825,4,45,"Area Control / Area Influence,Route/Network Building",9,2,45,1107,45,Paris Paris,boardgame,1107,2003
6.20,5.87384,"Animals,Card Game,Humor",Family,"Animals: Cattle,Animals: Flies",5.874,38984,10,15,"Hand Management,Trick-taking",7,2,15,1171,15,Mow,boardgame,1171,2008
6.32,5.8738,"Action / Dexterity,Animals,Card Game,Economic,Real-time",Family,Animals: Fishes,5.874,28218,5,30,"Auction/Bidding,Set Collection",8,3,20,833,30,Cash-a-Catch,boardgame,833,2007
6.27,5.87335,"Dice,Territory Building,Wargame",Family,"Hasbro Express Line,Risk",5.873,28086,6,20,Dice Rolling,8,2,20,907,20,Risk Express,boardgame,907,2006
6.31,5.87282,"Card Game,Sports","Family, Party","Fantasy Sports,Sports: Ice Hockey",5.873,1705,10,30,"Deck / Pool Building,Simultaneous Action Selection,Trading",8,2,30,875,30,Slapshot,boardgame,875,1982
6.79,5.8728,"Bluffing,Deduction,Fighting,Miniatures,Novel-based,Renaissance","Family, Thematic",,5.873,55863,5,45,"Dice Rolling,Partnerships,Variable Player Powers",8,2,45,401,45,The Three Musketeers: The Queen's Pendants,boardgame,401,2009
6.50,5.87209,"Adventure,Exploration,Fighting,Horror,Miniatures,Zombies",Thematic,Crowdfunding: Kickstarter,5.872,59429,5,120,"Action Point Allowance System,Area Movement,Co-operative Play,Dice Rolling,Modular Board,Time Track",12,2,120,721,120,Dark Darker Darkest,boardgame,721,2013
6.32,5.87204,"Card Game,Trains",Family,"Cities: Cairo,Country: Egypt",5.872,2555,4,30,Auction/Bidding,10,2,30,800,30,Vom Kap bis Kairo,boardgame,800,2001
6.75,5.87199,"Science Fiction,Territory Building","Family, Strategy","Crowdfunding: Giochistarter,Crowdfunding: Kickstarter",5.872,163976,4,60,"Area Control / Area Influence,Card Drafting,Hand Management,Tile Placement",12,2,45,429,60,Exoplanets,boardgame,429,2015
7.59,5.87173,"Wargame,World War II",Wargames,Operational Combat Series,5.872,6203,2,360,"Dice Rolling,Hex-and-Counter,Simulation",12,2,360,220,360,Enemy at the Gates,boardgame,220,1994
6.85,5.87171,Abstract Strategy,Abstract,"3D Games,5x5 grid,Looney Pyramids,Solitaire Games",5.872,13084,6,30,"Grid Movement,Set Collection",0,1,30,363,30,Volcano,boardgame,363,2000
6.34,5.87148,"Animals,Card Game,Children's Game",Family,Animals: Penguins,5.871,56933,6,15,Hand Management,6,2,15,775,15,Pinguin-Party,boardgame,775,2008
6.59,5.87148,"Adventure,Exploration,Fantasy,Fighting,Medieval",Thematic,,5.871,43320,6,120,"Dice Rolling,Memory,Modular Board,Secret Unit Deployment",13,2,120,525,120,Tomb: Cryptmaster,boardgame,525,2009
6.88,5.87142,"Card Game,Novel-based,Political,Renaissance","Strategy, Thematic","Country: Poland,Crowdfunding: Wspieram",5.871,155025,5,90,"Area Control / Area Influence,Auction/Bidding,Hand Management",10,2,90,381,90,The Magnates: A Game of Power,boardgame,381,2014
6.45,5.87129,Dice,Uncategorized,Rory's Story Cubes,5.871,89415,12,20,"Co-operative Play,Dice Rolling,Pattern Recognition,Storytelling",6,1,20,634,20,Rory's Story Cubes: Actions,boardgame,634,2007
6.44,5.87103,"Card Game,Party Game,Trivia",Party,Chronology,5.871,834,8,30,"Memory,Press Your Luck",12,2,30,635,30,Chronology,boardgame,635,1996
7.25,5.87098,"Wargame,World War I",Wargames,"Clash of Giants System,Solitaire Games,Solitaire Wargames",5.871,13709,2,300,"Area Movement,Chit-Pull System,Hex-and-Counter",12,1,300,273,300,Clash of Giants II,boardgame,273,2006
7.00,5.87077,"Deduction,Murder/Mystery","Party, Thematic",,5.871,29805,7,45,"Acting,Storytelling",12,4,45,318,45,Petits Meurtres & Faits Divers,boardgame,318,2007
6.89,5.87044,"Nautical,Wargame,World War II",Wargames,Block wargames,5.870,912,2,240,"Dice Rolling,Secret Unit Deployment,Simulation",12,2,240,367,240,Pacific Victory,boardgame,367,2000
6.99,5.86994,"Bluffing,Party Game,Trivia",Uncategorized,,5.870,192297,6,45,Area Control / Area Influence,10,2,30,313,45,America,boardgame,313,2016
6.41,5.86929,"Card Game,Fantasy",Family,,5.869,104377,4,40,"Auction/Bidding,Hand Management,Memory,Simultaneous Action Selection",13,2,40,659,40,TSCHAK!,boardgame,659,2011
7.30,5.86928,"Ancient,Wargame",Wargames,"Ancient Rome,Ancient World series",5.869,13855,2,1800,"Hex-and-Counter,Simulation",12,2,1800,266,1800,Carthage: The First Punic War,boardgame,266,2005
7.09,5.86901,"Card Game,Comic Book / Strip,Fighting",Uncategorized,"Comics: Marvel Universe,Munchkin",5.869,189848,6,120,"Dice Rolling,Hand Management,Take That,Variable Player Powers",10,3,60,383,120,Munchkin Marvel,boardgame,383,2016
6.36,5.86888,"Children's Game,Horror,Memory",Family,"Admin: Better Description Needed!,Vampires",5.869,10814,6,30,Memory,6,2,30,755,30,Dawn Under,boardgame,755,2004
7.17,5.86888,"Nautical,Novel-based,Science Fiction,Wargame","Thematic, Wargames","Jules Verne's novels,Solitaire Games,Solitaire Wargames",5.869,39232,1,45,"Campaign / Battle Card Driven,Point to Point Movement,Secret Unit Deployment,Time Track",0,1,45,279,45,Nemo's War,boardgame,279,2009
6.72,5.86848,Mythology,Uncategorized,,5.868,159868,2,15,"Area Control / Area Influence,Card Drafting,Tile Placement",10,2,15,434,15,Sellswords,boardgame,434,2014
6.68,5.86831,"Adventure,Card Game,Collectible Components,Nautical,Pirates",Customizable,CCGs (Collectible Card Games),5.868,3125,6,45,"Area Movement,Hand Management",12,2,45,488,45,7th Sea Collectible Card Game,boardgame,488,1998
6.52,5.86807,"Children's Game,Puzzle",Children's,Monsters,5.868,6714,4,15,"Co-operative Play,Pattern Recognition,Set Collection",3,2,10,566,15,Go Away Monster!,boardgame,566,1997
6.73,5.86803,Action / Dexterity,Family,Passe Trappe,5.868,12171,2,10,,4,2,10,428,10,Pucket,boardgame,428,2003
6.94,5.86788,"Bluffing,Dice,Medieval",Uncategorized,Crowdfunding: Kickstarter,5.868,164506,5,30,"Auction/Bidding,Dice Rolling,Press Your Luck",8,2,30,330,30,Biblios Dice,boardgame,330,2015
7.79,5.86777,"Aviation / Flight,Wargame,World War II",Wargames,"Solitaire Games,Solitaire Wargames",5.868,142889,3,0,"Co-operative Play,Dice Rolling,Simulation",0,1,0,199,0,Enemy Coast Ahead: The Dambuster Raid,boardgame,199,2014
6.61,5.8677,Ancient,Strategy,"Ancient Rome,Country: Greece",5.868,870,5,180,"Area Control / Area Influence,Campaign / Battle Card Driven,Rock-Paper-Scissors,Trading",12,3,120,504,180,Empires of the Ancient World,boardgame,504,2000
7.38,5.8676,"Miniatures,Napoleonic,Wargame",Wargames,,5.868,22420,2,90,"Campaign / Battle Card Driven,Modular Board",12,2,90,270,90,Battles of Napoleon: The Eagle and the Lion,boardgame,270,2010
6.11,5.86726,"Card Game,Medieval",Family,Blue Games Series,5.867,655,5,60,"Hand Management,Tile Placement",14,2,60,1552,60,Castle,boardgame,1552,2000
6.43,5.86695,"Card Game,Deduction,Medical,Print & Play","Family, Party",Crowdfunding: Kickstarter,5.867,150783,7,30,"Hand Management,Partnerships,Press Your Luck,Simultaneous Action Selection,Variable Phase Order",13,2,20,677,30,Antidote,boardgame,677,2013
7.16,5.8665,"Action / Dexterity,Sports",Family,"Sports: Ice Hockey,Sports: NHL",5.867,5445,4,20,Simulation,0,2,20,270,20,Rod Hockey,boardgame,270,1932
6.48,5.86645,"Abstract Strategy,Fighting,Humor,Industry / Manufacturing,Racing",Uncategorized,"Crowdfunding: Kickstarter,Robots",5.866,126239,6,50,"Action / Movement Programming,Pick-up and Deliver,Simulation",10,2,50,590,50,Twin Tin Bots,boardgame,590,2013
7.74,5.86591,"Pike and Shot,Wargame",Wargames,"Age of Kings,Country: Sweden,Musket & Pike Battle Series,Solitaire Games,Solitaire Wargames",5.866,6930,2,240,Hex-and-Counter,12,2,240,188,240,Sweden Fights On,boardgame,188,2003
6.75,5.86543,"Miniatures,Science Fiction,Wargame",Wargames,"Games Workshop Specialist Games,Warhammer 40,000 Wargames",5.865,4001,3,120,"Dice Rolling,Simultaneous Action Selection,Variable Player Powers",12,2,120,440,120,Space Marine,boardgame,440,1989
7.03,5.8654,"Aviation / Flight,Collectible Components,Miniatures,Wargame","Thematic, Wargames",,5.865,3855,2,180,Simultaneous Action Selection,12,2,180,345,180,Crimson Skies,boardgame,345,1998
6.28,5.8654,"City Building,Economic,Farming,Renaissance",Strategy,Country: Italy,5.865,90041,4,90,"Card Drafting,Hand Management,Set Collection",10,2,45,874,90,Principato,boardgame,874,2011
7.70,5.86526,"Pike and Shot,Wargame",Wargames,"Age of Kings,Musket & Pike Battle Series",5.865,39019,2,300,"Dice Rolling,Hex-and-Counter,Simulation",0,2,300,193,300,Nothing Gained But Glory,boardgame,193,2010
8.38,5.86522,"Card Game,Fantasy,Fighting",Uncategorized,"Campaign Games,Pathfinder Adventure Card Game,Solitaire Games",5.865,187687,4,120,"Co-operative Play,Deck / Pool Building,Dice Rolling,Hand Management,Role Playing,Variable Player Powers",13,1,120,153,120,Pathfinder Adventure Card Game: Mummy's Mask – Base Set,boardgame,153,2016
6.77,5.86515,"American Civil War,Card Game,Dice,Wargame",Wargames,,5.865,89,4,120,"Dice Rolling,Hand Management",12,2,120,410,120,Blue vs. Gray,boardgame,410,1999
6.60,5.8651,"Card Game,Fantasy",Strategy,Animals: Dragons,5.865,2,4,30,Trick-taking,12,3,30,482,30,Dragonmaster,boardgame,482,1981
8.19,5.86474,"Aviation / Flight,Wargame,World War II",Wargames,"Fighting Wings,Solitaire Games,Solitaire Wargames",5.865,8521,4,240,"Dice Rolling,Simulation",14,1,240,229,240,Whistling Death,boardgame,229,2003
6.85,5.86468,Card Game,Family,"Card Games: Outplay Games,Traditional Card Games",5.865,13123,6,30,Trick-taking,8,2,30,376,30,500,boardgame,376,1904
6.96,5.86442,"City Building,Political,Renaissance,Territory Building",Strategy,Games by the Game Artisans of Canada,5.864,139508,4,60,"Area Control / Area Influence,Area Enclosure,Card Drafting,Hand Management",13,2,60,350,60,The Walled City: Londonderry & Borderlands,boardgame,350,2014
6.49,5.86439,"Bluffing,Deduction,Horror,Murder/Mystery,Negotiation,Party Game",Party,"Cities: Palermo,Werewolf / Mafia,WolfParty Collection",5.864,63539,24,40,"Partnerships,Role Playing,Variable Player Powers,Voting",8,8,20,616,40,Lupus in Tabula,boardgame,616,2001
7.47,5.86438,"Abstract Strategy,Bluffing,Fighting,Political,Science Fiction",Abstract,Looney Pyramids,5.864,14634,6,60,"Modular Board,Player Elimination,Point to Point Movement",10,2,15,231,60,Homeworlds,boardgame,231,2001
6.56,5.86407,"Miniatures,Science Fiction","Thematic, Wargames","Games Workshop Specialist Games,Warhammer 40,000 Wargames",5.864,5316,4,180,"Dice Rolling,Modular Board,Variable Player Powers",0,2,180,534,180,"Warhammer Epic 40,000",boardgame,534,1997
6.54,5.86396,"Party Game,Word Game",Party,"Articulate!,Drumond Park MiniGames",5.864,6541,8,60,Partnerships,12,4,60,656,60,Articulate!,boardgame,656,1992
6.56,5.86393,Abstract Strategy,"Abstract, Family",,5.864,34227,4,45,Hand Management,10,2,45,500,45,Blox,boardgame,500,2008
7.54,5.86378,"Fantasy,Fighting,Miniatures,Science Fiction",Wargames,"Games Workshop Specialist Games,Warhammer 40,000 Wargames",5.864,10431,8,120,"Dice Rolling,Modular Board,Variable Player Powers",12,2,120,246,120,Epic Armageddon,boardgame,246,2003
7.40,5.86312,"Abstract Strategy,Ancient,Mythology",Abstract,"3D Games,5x5 grid,Games by the Game Artisans of Canada,Islands: Santorini",5.863,9963,3,20,"Grid Movement,Tile Placement,Variable Player Powers",0,2,20,242,20,Santorini,boardgame,242,2004
7.13,5.86307,Abstract Strategy,Abstract,"Combinatorial,Marble Games,Mensa Select",5.863,108831,2,30,"Area Control / Area Influence,Modular Board",10,2,30,274,30,Kulami,boardgame,274,2011
6.36,5.86232,"Abstract Strategy,Deduction,Puzzle",Abstract,Marble Games,5.862,165,2,20,"Line Drawing,Pattern Recognition,Secret Unit Deployment",10,1,20,743,20,Black Box,boardgame,743,1977
6.62,5.86224,"Fighting,Medieval,Negotiation,Political,Territory Building","Strategy, Thematic",,5.862,1143,6,180,"Area Control / Area Influence,Voting",10,2,180,509,180,Warrior Knights,boardgame,509,1985
6.60,5.8622,"Card Game,Fantasy",Uncategorized,"Animals: Dragons,Crowdfunding: Kickstarter",5.862,142262,2,30,"Area Control / Area Influence,Card Drafting,Deck / Pool Building,Hand Management",12,2,30,589,30,Draco Magi,boardgame,589,2014
6.59,5.86205,"Electronic,Party Game",Party,Catch Phrase,5.862,135262,99,20,,8,4,20,516,20,Electronic Catch Phrase,boardgame,516,2000
6.16,5.86205,"Fantasy,Fighting,Miniatures,Wargame",Wargames,Warhammer Fantasy Board Games,5.862,700,2,60,"Chit-Pull System,Dice Rolling,Variable Phase Order,Variable Player Powers",9,2,60,1750,60,Battle Masters,boardgame,1750,1992
6.39,5.8618,"Card Game,Fantasy,Medieval,Movies / TV / Radio theme,Novel-based",Thematic,A Song of Ice and Fire,5.862,129976,2,45,"Hand Management,Simultaneous Action Selection,Variable Player Powers",0,2,45,729,45,Game of Thrones: The Card Game,boardgame,729,2012
8.04,5.86165,"Wargame,World War II",Wargames,"Country: Lebanon,Country: Syria,Operational Combat Series",5.862,103339,2,750,"Hex-and-Counter,Simulation",0,2,750,177,750,Reluctant Enemies,boardgame,177,2014
6.64,5.86154,"Napoleonic,Political,Wargame",Wargames,Components: Miniatures,5.862,3518,7,360,"Area Movement,Dice Rolling",10,2,360,606,360,Napoleon in Europe,boardgame,606,2001
6.78,5.86147,"Bluffing,Card Game",Strategy,,5.861,686,4,60,Trick-taking,10,3,60,380,60,Dr. Jekyll & Mr. Hyde,boardgame,380,1997
7.98,5.86101,"Card Game,Wargame,World War II",Wargames,Crowdfunding: Verkami,5.861,173536,4,120,"Action Point Allowance System,Deck / Pool Building,Grid Movement,Variable Phase Order",12,1,30,279,120,2GM Tactics,boardgame,279,2015
8.02,5.86096,"City Building,Territory Building",Uncategorized,"3D Games,Crowdfunding: Kickstarter,Oceanian Theme,Tropical theme",5.861,188076,4,45,"Modular Board,Tile Placement",8,2,45,158,45,Taluva Deluxe,boardgame,158,2015
6.41,5.86076,"Abstract Strategy,Card Game",Abstract,,5.861,6481,2,20,"Hand Management,Pattern Building,Pattern Recognition",12,2,20,663,20,Phoenix,boardgame,663,2003
7.75,5.85973,"Economic,Trains,Transportation",Strategy,"18xx,Cities: Bologna,Cities: Ferrara,Cities: Florence,Cities: Genova,Cities: Mantova,Cities: Milan,Cities: Ravenna (Italy),Cities: Torino,Cities: Venice,Country: Italy",5.860,1447,8,300,"Route/Network Building,Stock Holding,Tile Placement",14,2,300,185,300,1841,boardgame,185,1994
7.38,5.85945,"Adventure,Puzzle,Science Fiction",Strategy,"Crowdfunding: Kickstarter,Time Travel",5.859,161297,4,120,"Action Point Allowance System,Card Drafting,Set Collection",10,2,40,258,120,Paradox,boardgame,258,2016
7.54,5.85945,"Card Game,Medieval,Political","Customizable, Thematic","Admin: Better Description Needed!,Crowdfunding: Kickstarter",5.859,159469,2,50,"Deck / Pool Building,Player Elimination",14,2,20,242,50,Ortus Regni,boardgame,242,2014
6.69,5.85928,"Card Game,Fantasy",Family,"Animals: Dragons,Dungeons & Dragons,From RPG books to board games",5.859,63196,6,30,"Betting/Wagering,Hand Management,Set Collection",12,2,30,447,30,Three-Dragon Ante: Emperor's Gambit,boardgame,447,2010
6.37,5.85848,"Card Game,Space Exploration",Family,,5.858,43264,4,20,Action Point Allowance System,10,2,20,678,20,Pocket Rockets,boardgame,678,2009
7.72,5.85827,"Miniatures,World War II",Wargames,Sergeants Miniatures Game,5.858,101929,6,0,"Campaign / Battle Card Driven,Card Drafting,Modular Board",10,2,0,227,0,Sergeants Miniatures Game: Day of Days,boardgame,227,2011
6.13,5.85819,Card Game,"Party, Thematic","Cthulhu Mythos,Fluxx",5.858,122159,6,30,"Hand Management,Set Collection",8,2,5,1955,30,Cthulhu Fluxx,boardgame,1955,2012
6.86,5.85812,Children's Game,Children's,,5.858,191538,5,30,"Co-operative Play,Hand Management,Memory",6,2,30,346,30,Leo,boardgame,346,2016
6.36,5.85727,Territory Building,"Family, Strategy",,5.857,163920,5,30,"Area Control / Area Influence,Card Drafting,Hand Management,Memory,Modular Board,Set Collection,Tile Placement",8,2,30,716,30,Gaïa,boardgame,716,2014
6.28,5.85718,"Card Game,Science Fiction",Family,"Gryphon Tin Box Games series,Robots",5.857,42111,4,30,"Auction/Bidding,Card Drafting,Deck / Pool Building,Set Collection",8,2,30,824,30,Fzzzt!,boardgame,824,2009
7.90,5.85642,"Wargame,World War II",Wargames,"No Retreat series,Solitaire Games,Solitaire Wargames",5.856,38877,2,45,"Campaign / Battle Card Driven,Dice Rolling,Hex-and-Counter",0,1,45,174,45,No Retreat!,boardgame,174,2008
