avg_rate,bayesaverage,category,classificationtype,family,geek_rate,id,maxplayers,maxplaytime,mechanism,minage,minplayers,minplaytime,num_votes,playingtime,title,type,usersrated,yearpublished
5.35,5.49279,"American Indian Wars,Fighting,Wargame",Wargames,Magazine: Wargamer,5.493,9968,3,180,"Hex-and-Counter,Simulation",12,1,180,43,180,Custer's Luck,boardgame,43,1985
5.31,5.49276,"Card Game,Number",Uncategorized,Crowdfunding: Kickstarter,5.493,177751,5,20,,10,1,15,39,20,Random Encounter: Plains of the Troll King,boardgame,39,2016
5.29,5.49273,Abstract Strategy,Abstract,,5.493,3371,2,20,Tile Placement,4,2,20,36,20,September,boardgame,36,1985
5.40,5.49273,"Fantasy,Wargame",Wargames,,5.493,9368,4,120,Hex-and-Counter,0,2,120,57,120,Ave Tenebrae,boardgame,57,1982
5.27,5.49271,"Action / Dexterity,Children's Game,Fantasy",Uncategorized,Witches,5.493,107680,4,15,Memory,4,2,15,30,15,Broomsticks and Backflips,boardgame,30,2011
5.40,5.49262,Dice,Uncategorized,Animals: Turtles,5.493,146146,4,30,"Dice Rolling,Point to Point Movement",8,2,30,78,30,Galapagos,boardgame,78,2013
5.62,5.49258,"Adventure,Economic,Pirates,Science Fiction,Space Exploration",Uncategorized,,5.493,10962,6,120,"Commodity Speculation,Hex-and-Counter,Pick-up and Deliver,Trading,Variable Player Powers",12,2,120,156,120,Smugglers of the Galaxy,boardgame,156,2004
5.37,5.49255,Card Game,Uncategorized,Admin: Better Description Needed!,5.493,179629,5,20,Trick-taking,7,2,10,53,20,Panda Head,boardgame,53,2015
5.47,5.49254,"Animals,Card Game,Children's Game,Number",Children's,Animals: Apes / Monkeys,5.493,40651,6,20,Card Drafting,6,2,20,105,20,Too Many Monkeys,boardgame,105,2009
5.38,5.49253,"Fantasy,Fighting,Miniatures,Wargame",Wargames,Dungeons & Dragons,5.493,10688,8,120,"Dice Rolling,Modular Board",12,2,120,50,120,Advanced Dungeons & Dragons Battlesystem Skirmishes,boardgame,50,1991
5.12,5.49253,"Action / Dexterity,Card Game,Number,Party Game,Trivia",Uncategorized,,5.493,7827,6,30,,12,3,30,35,30,Fast Figure,boardgame,35,2003
5.57,5.49252,"Card Game,Exploration,Horror,Zombies",Thematic,,5.493,31294,5,30,"Card Drafting,Hand Management",15,2,30,147,30,Dead End,boardgame,147,2007
5.54,5.49252,"Card Game,Trivia",Uncategorized,Trivial Pursuit,5.493,82216,6,20,,16,2,20,186,20,Trivial Pursuit Steal Card Game,boardgame,186,2009
5.35,5.49251,Dice,Uncategorized,,5.493,10537,3,30,Dice Rolling,8,1,30,32,30,Kit & Caboodle,boardgame,32,1997
5.42,5.4925,Civilization,Uncategorized,,5.492,471,4,90,,10,2,90,103,90,Totem,boardgame,103,1995
5.34,5.49249,Card Game,Family,Bridge,5.492,22379,4,40,"Auction/Bidding,Trick-taking",12,4,40,57,40,aBRIDGEd,boardgame,57,2006
5.38,5.49246,Trains,Uncategorized,,5.492,14935,4,0,Set Collection,10,2,0,64,0,Slow Freight,boardgame,64,2004
5.29,5.49234,"Bluffing,Children's Game",Children's,Animals: Dogs,5.492,39276,4,20,"Betting/Wagering,Chit-Pull System",7,2,20,36,20,Casino Hot Dog,boardgame,36,2008
5.34,5.49233,"Abstract Strategy,Card Game",Abstract,"Dominoes,Triangular Dominoes",5.492,3203,7,10,Tile Placement,10,2,10,49,10,Contack,boardgame,49,1939
5.52,5.49232,"Animals,Card Game,Educational,Environmental",Uncategorized,,5.492,41890,4,10,"Card Drafting,Hand Management",7,2,10,136,10,Food Chain,boardgame,136,2009
5.35,5.49232,Card Game,Uncategorized,Witches,5.492,18117,6,20,"Betting/Wagering,Press Your Luck,Set Collection",5,2,20,47,20,Schoko-Hexe,boardgame,47,1990
5.76,5.4923,"Card Game,Mature / Adult,Party Game",Uncategorized,"Admin: Unreleased Games,Anime & Manga,Crowdfunding: Giochistarter,Crowdfunding: Kickstarter",5.492,195545,4,30,"Hand Management,Take That,Variable Phase Order",16,2,15,37,30,Oppai Go,boardgame,37,2016
5.57,5.49228,"Card Game,Fantasy,Humor,Print & Play",Family,,5.492,76443,6,30,"Area Movement,Roll / Spin and Move",10,2,30,84,30,Legitimacy,boardgame,84,2009
5.34,5.49228,"Abstract Strategy,Adventure,Ancient,Animals,Children's Game,Dice,Maze","Abstract, Children's",Animals: Apes / Monkeys,5.492,5561,4,30,"Area Movement,Dice Rolling,Hand Management,Roll / Spin and Move,Set Collection,Stock Holding",7,2,30,38,30,Monkey Mission,boardgame,38,2003
5.49,5.49228,"Economic,Negotiation,Political,Science Fiction",Strategy,Animals: Pigs,5.492,1657,6,120,"Auction/Bidding,Hex-and-Counter,Modular Board,Variable Player Powers,Voting",12,3,120,77,120,Space Pigs,boardgame,77,1999
5.47,5.49226,"Dice,Word Game",Uncategorized,"Letter cube games,Scrabble",5.492,3374,6,10,,10,1,10,51,10,Scrabble Crossword Cubes Game,boardgame,51,1964
5.25,5.49219,"Medical,Trivia",Uncategorized,,5.492,2650,8,60,Roll / Spin and Move,9,2,60,30,60,Infection,boardgame,30,1998
5.24,5.49219,"Fighting,Sports",Uncategorized,"Magazine: Dragon,Sports: Boxing,Sports: Combat Sports / Martial Arts",5.492,2933,2,60,,10,2,60,31,60,Ringside,boardgame,31,1980
5.23,5.49218,"Action / Dexterity,Children's Game",Uncategorized,Animals: Pigs,5.492,165559,4,15,,4,2,15,30,15,Sau-Bande!,boardgame,30,2014
5.50,5.49217,"Trains,Travel",Uncategorized,"Country: England,Country: Scotland,Country: Wales",5.492,3091,5,30,Roll / Spin and Move,10,2,30,108,30,The Great Game of Britain,boardgame,108,1973
5.41,5.49217,Party Game,Uncategorized,,5.492,98189,6,15,Pattern Recognition,12,2,15,79,15,Casse-toi Pov'con!,boardgame,79,2011
5.28,5.49215,"Aviation / Flight,World War II",Uncategorized,,5.492,36230,2,30,"Action / Movement Programming,Dice Rolling",8,2,15,52,30,Dogfight,boardgame,52,2009
5.42,5.49215,"Animals,Fighting,Humor,Miniatures,Science Fiction,Wargame",Wargames,Animals: Cattle,5.492,572,8,60,"Campaign / Battle Card Driven,Dice Rolling,Grid Movement,Player Elimination,Take That,Variable Player Powers",8,2,30,69,60,Battle Cattle,boardgame,69,1996
5.54,5.49214,"American West,Bluffing,Card Game,Collectible Components",Customizable,CCGs (Collectible Card Games),5.492,19120,8,0,Betting/Wagering,8,2,0,105,0,High Stakes Drifter,boardgame,105,2005
5.49,5.49213,"Card Game,Horror,Humor,Zombies",Uncategorized,Cheapass Zombie Series,5.492,19115,6,20,Betting/Wagering,10,3,20,164,20,Dead Money,boardgame,164,2006
5.41,5.4921,"Adventure,Children's Game,Electronic,Fantasy",Uncategorized,Animals: Dragons,5.492,4892,4,90,"Roll / Spin and Move,Set Collection",6,2,90,118,90,Dragon Strike,boardgame,118,2002
5.26,5.4921,"Science Fiction,Transportation",Uncategorized,,5.492,165578,4,45,"Area Movement,Hand Management",10,2,45,32,45,Astro Jam,boardgame,32,2014
5.56,5.49201,"Card Game,Party Game,Racing,Real-time,Trivia",Party,,5.492,86073,6,30,,10,3,30,639,30,5 Second Rule,boardgame,639,2010
5.19,5.49201,"Party Game,Religious,Word Game",Uncategorized,"Bible Games,Categories,Scattergories",5.492,8620,4,45,Point to Point Movement,8,2,45,49,45,Scattergories: Bible Edition,boardgame,49,2000
5.48,5.492,Word Game,Uncategorized,,5.492,15396,8,15,,8,3,15,60,15,Linkity,boardgame,60,2004
5.28,5.49198,Card Game,Uncategorized,,5.492,3915,4,45,Trick-taking,8,2,45,36,45,Won Over,boardgame,36,1983
5.32,5.49197,Word Game,Uncategorized,,5.492,8847,6,60,Tile Placement,10,2,60,31,60,Jargon,boardgame,31,2003
5.28,5.49193,"Card Game,Dice,Fantasy,Print & Play",Uncategorized,,5.492,158947,2,30,"Campaign / Battle Card Driven,Dice Rolling",8,2,30,36,30,Fantasy Dice Battles,boardgame,36,0
5.39,5.49192,"Adventure,Card Game,Dice,Fantasy,Fighting,Humor",Uncategorized,,5.492,40480,5,20,"Role Playing,Variable Player Powers",12,2,20,77,20,Fantasía S.A.,boardgame,77,2008
5.37,5.49189,"Wargame,World War II",Wargames,,5.492,25229,4,90,Hex-and-Counter,12,2,90,34,90,Rommel y Montgomery,boardgame,34,1982
5.43,5.49182,"American Civil War,Wargame",Wargames,Magazine: Strategy & Tactics,5.492,740,2,180,Hex-and-Counter,12,2,180,49,180,Rio Grande:  The Battle of Valverde,boardgame,49,1991
5.54,5.49182,"Animals,Card Game,Educational,Environmental","Family, Thematic",,5.492,31512,6,30,"Hand Management,Set Collection",0,2,30,198,30,Habitat,boardgame,198,2008
5.40,5.49181,Sports,Uncategorized,"3M Bookshelf Series,Sports: Golf",5.492,7344,4,90,Dice Rolling,12,1,90,49,90,Challenge Golf at Pebble Beach,boardgame,49,1973
5.47,5.4918,Card Game,Uncategorized,,5.492,7256,4,20,"Hand Management,Pattern Building,Pattern Recognition",8,2,20,128,20,Digit,boardgame,128,1987
5.32,5.4918,Card Game,Uncategorized,Monsters,5.492,90467,5,30,"Auction/Bidding,Set Collection",8,3,30,45,30,Monsta,boardgame,45,2011
5.32,5.49177,Card Game,Uncategorized,Poker,5.492,13333,10,5,Betting/Wagering,11,2,5,42,5,Dead Hand Chaos Poker,boardgame,42,2004
5.30,5.49169,"Children's Game,Memory,Transportation",Children's,,5.492,3030,4,20,"Line Drawing,Memory,Pick-up and Deliver",5,2,20,58,20,Baggage Claim,boardgame,58,1987
5.45,5.49168,"Print & Play,Renaissance",Uncategorized,,5.492,2148,8,60,"Commodity Speculation,Roll / Spin and Move",10,3,60,120,60,Huzzah!,boardgame,120,1997
5.31,5.49167,"Card Game,Dice,Fantasy,Fighting",Uncategorized,,5.492,4649,2,60,Variable Player Powers,12,2,60,45,60,Tower Siege,boardgame,45,2000
5.42,5.49166,Travel,Uncategorized,"Asian Theme,Country: India,Queen Yellow Wave Box Series",5.492,86270,5,45,Set Collection,8,2,30,116,45,Discover India,boardgame,116,2010
5.35,5.49166,Card Game,Uncategorized,Animals: Chickens,5.492,858,6,20,Trick-taking,8,3,20,68,20,Blindes Huhn,boardgame,68,1997
5.25,5.49166,"Children's Game,Dice,Party Game",Uncategorized,Dicecapades,5.492,107938,4,30,"Dice Rolling,Pattern Building,Trick-taking",8,2,30,30,30,Dicecapades! Kerfuffle!,boardgame,30,2011
5.40,5.49163,"Abstract Strategy,Memory",Abstract,Spiele-Bar Serie,5.492,5077,4,20,"Memory,Secret Unit Deployment",8,2,20,51,20,Chaos,boardgame,51,1970
5.48,5.49162,"Card Game,Travel",Uncategorized,"Country: The Netherlands,Mille Bornes,Sports: Bicycle / Cycling",5.492,5646,6,20,Set Collection,6,2,20,113,20,Stap op,boardgame,113,1950
5.44,5.49161,"Card Game,Nautical",Uncategorized,Titanic,5.492,857,5,20,Hand Management,10,2,20,133,20,Titanic: Der Mythos,boardgame,133,1998
5.32,5.4916,"Animals,Bluffing",Uncategorized,"Admin: Better Description Needed!,Animals: Chickens",5.492,16367,7,15,,7,3,15,46,15,Pick A Dilly,boardgame,46,2005
5.29,5.49155,"Abstract Strategy,Dice",Abstract,,5.492,7465,3,20,"Dice Rolling,Paper-and-Pencil",8,2,20,55,20,Chekov,boardgame,55,2003
5.47,5.49152,"Card Game,Mature / Adult,Party Game",Uncategorized,,5.492,123991,8,20,Voting,14,3,20,52,20,Taggle,boardgame,52,2011
5.39,5.49152,,Uncategorized,Crowdfunding: Kickstarter,5.492,179876,5,45,"Dice Rolling,Press Your Luck,Set Collection,Worker Placement",10,1,30,51,45,Jailbreakers: Plan Your Escape,boardgame,51,2015
5.33,5.4915,"Adventure,Science Fiction",Uncategorized,TV Series: Firefly,5.492,169502,4,60,"Co-operative Play,Dice Rolling,Hand Management,Roll / Spin and Move",14,2,30,59,60,Firefly: Fistful of Credits,boardgame,59,2015
5.54,5.49148,"Adventure,Exploration,Fantasy","Strategy, Thematic",Admin: Better Description Needed!,5.491,6531,6,45,"Modular Board,Pick-up and Deliver",10,2,45,296,45,Dwarven Dig!,boardgame,296,2003
5.29,5.49147,"Fighting,Horror,Humor,Science Fiction",Uncategorized,,5.491,4655,6,180,Hex-and-Counter,12,2,180,39,180,Battle of the Halji,boardgame,39,1987
5.48,5.49142,"Card Game,Fantasy,Medieval",Uncategorized,Blue Games Series,5.491,2537,6,60,Hand Management,12,3,60,341,60,Draco & Co,boardgame,341,2001
5.23,5.49139,"Action / Dexterity,Children's Game",Children's,"Marble Games,Monsters",5.491,14374,4,10,Pattern Recognition,6,2,10,31,10,Monster Match,boardgame,31,2002
5.56,5.49137,"Modern Warfare,Nautical,Wargame",Wargames,Magazine: Strategy & Tactics,5.491,8319,2,120,Hex-and-Counter,12,2,120,105,120,Sixth Fleet,boardgame,105,1975
5.58,5.49136,"Card Game,Economic,Humor,Mafia,Murder/Mystery,Party Game",Uncategorized,,5.491,34173,11,25,"Acting,Co-operative Play,Role Playing,Storytelling",0,5,25,95,25,"Si, Oscuro Padrino!",boardgame,95,2007
5.43,5.49136,"Civil War,Pike and Shot,Wargame",Wargames,"Age of Kings,English Civil War,Magazine: Strategy & Tactics",5.491,8904,2,180,"Dice Rolling,Hex-and-Counter",12,2,180,54,180,Cropredy Bridge: A Fleeting Victory,boardgame,54,1992
5.44,5.49133,"Dice,Fantasy,Fighting",Uncategorized,"Admin: Better Description Needed!,Crowdfunding: Kickstarter,Jump Start City",5.491,120268,6,30,"Dice Rolling,Press Your Luck",8,2,10,129,30,Monsters and Maidens,boardgame,129,2014
5.44,5.49133,"Aviation / Flight,Wargame,World War II",Wargames,Jim Dunnigan Tactical Air Combat System,5.491,3571,2,60,Hex-and-Counter,12,2,60,54,60,Spitfire,boardgame,54,1973
5.44,5.4913,"American Civil War,Wargame",Wargames,Blue & Gray Series,5.491,13921,2,120,Hex-and-Counter,12,2,120,52,120,"Cemetery Hill: The Battle of Gettysburg, 1-3 July, 1863",boardgame,52,1975
5.60,5.49129,"Economic,Humor",Uncategorized,,5.491,5589,4,60,Roll / Spin and Move,8,2,60,101,60,Full House,boardgame,101,1979
5.42,5.49129,"Murder/Mystery,Spies/Secret Agents",Uncategorized,Cluedo,5.491,41095,6,60,Hand Management,9,2,60,180,60,Clue: Secrets & Spies,boardgame,180,2009
5.50,5.49126,"Dice,Movies / TV / Radio theme,Trivia",Uncategorized,"Celebrities: Walt Disney,DVD Board Games,Scene It?",5.491,32682,4,45,Roll / Spin and Move,0,2,45,104,45,Scene It? Disney Second Edition,boardgame,104,2007
5.23,5.49124,"Card Game,Racing",Uncategorized,Animals: Pigs,5.491,930,4,20,,12,2,20,41,20,Böse Buben,boardgame,41,2000
5.09,5.49123,"Industry / Manufacturing,Movies / TV / Radio theme",Abstract,,5.491,8585,6,90,"Roll / Spin and Move,Set Collection",12,2,90,30,90,Home Improvement,boardgame,30,1993
5.28,5.49116,"Card Game,Sports",Uncategorized,Sports: Football / Soccer,5.491,1977,2,20,Simultaneous Action Selection,8,2,20,32,20,Tor,boardgame,32,1995
5.47,5.49115,"Bluffing,Card Game,Deduction,Murder/Mystery,Science Fiction",Uncategorized,Cyberpunk,5.491,32495,5,120,"Betting/Wagering,Dice Rolling,Set Collection,Storytelling,Variable Player Powers",12,2,120,147,120,Murder City,boardgame,147,2007
5.35,5.49115,Dice,Uncategorized,"Yacht,Yahtzee",5.491,149323,5,15,"Dice Rolling,Press Your Luck",8,2,15,58,15,Yahtzee Steal the Deal,boardgame,58,2013
5.55,5.49114,"Abstract Strategy,Math,Number",Abstract,,5.491,2858,4,60,Tile Placement,9,2,45,56,60,Mathable,boardgame,56,1987
5.48,5.49113,"Action / Dexterity,Bluffing,Card Game,Dice,Memory,Party Game,Print & Play",Uncategorized,Crowdfunding: Kickstarter,5.491,160067,8,20,"Auction/Bidding,Betting/Wagering,Dice Rolling,Hand Management,Memory,Player Elimination,Singing,Take That,Voting",8,2,20,116,20,The Worst Game Ever,boardgame,116,2014
5.21,5.49105,"Bluffing,Deduction,Party Game",Uncategorized,,5.491,87681,8,20,,8,5,20,33,20,Za Dan,boardgame,33,2009
5.28,5.49102,Humor,Uncategorized,Admin: Unreleased Games,5.491,182284,4,30,Set Collection,8,2,20,39,30,Motto,boardgame,39,2015
5.46,5.49099,"Action / Dexterity,Children's Game,Dice,Puzzle",Children's,Food / Cooking,5.491,10291,4,10,Dice Rolling,6,2,10,72,10,Ready! Set! Spaghetti!,boardgame,72,1989
5.56,5.49099,"Animals,Card Game,Humor,Negotiation",Uncategorized,"Animals: Rabbits,Killer Bunnies",5.491,47462,8,45,Hand Management,13,2,45,192,45,Killer Bunnies REMIX,boardgame,192,2009
5.35,5.49097,"Economic,Movies / TV / Radio theme,Negotiation,Science Fiction",Uncategorized,"Monopoly,Star Trek",5.491,41995,6,120,"Auction/Bidding,Dice Rolling,Roll / Spin and Move,Set Collection,Trading",8,2,120,38,120,Monopoly: Star Trek Continuum Edition,boardgame,38,2009
5.56,5.49085,"Fantasy,Miniatures,Negotiation",Uncategorized,Crowdfunding: Kickstarter,5.491,187719,4,90,"Auction/Bidding,Co-operative Play,Partnerships,Point to Point Movement",13,2,30,54,90,The Banner Saga: Warbands,boardgame,54,2016
5.51,5.49084,"Wargame,World War II",Wargames,"Avalanche Press Chitpull Series,Avalanche Press WWII Battles Series,World War 2: Battle of the Bulge",5.491,11701,2,90,"Chit-Pull System,Hex-and-Counter",12,2,90,59,90,America Triumphant: The Battle of the Bulge,boardgame,59,2003
5.35,5.49078,"Exploration,Fantasy,Movies / TV / Radio theme,Pirates",Uncategorized,"Celebrities: Walt Disney,Pirates of the Caribbean",5.491,24487,4,45,"Card Drafting,Pick-up and Deliver,Trading",8,2,45,72,45,Pirates of the Caribbean Buccaneer,boardgame,72,2006
5.45,5.49078,Party Game,Uncategorized,Crowdfunding: Kickstarter,5.491,143869,6,30,,13,3,30,146,30,Something Different,boardgame,146,2013
6.11,5.49073,"Comic Book / Strip,Fighting,Humor",Uncategorized,Anime & Manga,5.491,33421,6,120,"Area Control / Area Influence,Card Drafting,Dice Rolling,Modular Board,Variable Phase Order,Variable Player Powers",0,2,120,44,120,Collateral Damage,boardgame,44,2007
5.24,5.49067,"Animals,Card Game,Memory",Uncategorized,Animals: Dogs,5.491,32444,8,5,"Memory,Pattern Recognition",0,2,5,34,5,Bello,boardgame,34,2007
5.42,5.49065,"Educational,Environmental",Uncategorized,,5.491,33569,4,90,Co-operative Play,0,1,90,36,90,Wildcraft!,boardgame,36,2006
5.35,5.49063,"Party Game,Trivia",Uncategorized,Trivial Pursuit,5.491,4790,6,90,Roll / Spin and Move,12,2,90,53,90,Trivial Pursuit: Volume II,boardgame,53,1987
5.54,5.49063,"Economic,Movies / TV / Radio theme,Science Fiction",Uncategorized,"Monopoly,TV Series: Dr. Who",5.491,97888,8,90,Dice Rolling,8,2,90,37,90,Monopoly: Doctor Who,boardgame,37,2011
5.36,5.4906,"Economic,Negotiation",Uncategorized,,5.491,1193,6,90,"Set Collection,Stock Holding,Trading",10,3,90,61,90,The Bottom Line,boardgame,61,1985
5.23,5.49059,Card Game,Uncategorized,,5.491,39193,4,10,Set Collection,7,2,10,33,10,Voll Verladen!,boardgame,33,2008
5.31,5.49057,Sports,Uncategorized,"Admin: Better Description Needed!,Sports Illustrated (Time, Inc) Line,Sports: Golf",5.491,3682,4,60,Roll / Spin and Move,10,1,60,41,60,Go For The Green,boardgame,41,1973
5.59,5.49056,"Dice,Fighting",Uncategorized,,5.491,206540,4,40,"Action Point Allowance System,Dice Rolling,Grid Movement,Take That",8,2,25,69,40,Banana Bandits,boardgame,69,2016
5.45,5.49055,Dice,Uncategorized,Sequence,5.491,5966,4,20,"Dice Rolling,Tile Placement",7,2,20,144,20,Sequence Dice,boardgame,144,1999
5.33,5.49055,"Action / Dexterity,Children's Game,Movies / TV / Radio theme",Children's,"Aliens,Celebrities: Walt Disney,Toy Story",5.491,62854,10,5,,4,2,5,44,5,Humpty Dumpty's Wall Game,boardgame,44,2009
5.28,5.49054,Prehistoric,Uncategorized,"Animals: Dinosaurs,Time Travel",5.491,2186,6,30,"Point to Point Movement,Set Collection",10,2,30,57,30,Dino,boardgame,57,1987
6.54,5.49052,"Abstract Strategy,Educational",Uncategorized,"Chemistry,Crowdfunding: Kickstarter",5.491,180257,8,60,"Action Point Allowance System,Hex-and-Counter,Pattern Building,Pattern Recognition,Tile Placement,Variable Player Powers",14,2,10,34,60,Molecular: The Strategic Chemistry Tile Game,boardgame,34,2015
5.34,5.4905,Spies/Secret Agents,Uncategorized,,5.490,9415,4,60,Roll / Spin and Move,8,2,60,51,60,Microdot,boardgame,51,1975
5.36,5.4905,Arabian,Uncategorized,Animals: Camels,5.490,2089,6,45,Roll / Spin and Move,8,2,45,65,45,Das Letzte Kamel,boardgame,65,1989
5.22,5.49047,"Science Fiction,Wargame",Wargames,,5.490,2845,2,90,Hex-and-Counter,12,2,90,35,90,Star Fist,boardgame,35,1991
5.31,5.49046,Sports,Uncategorized,"3M Sports Games,Sports: American Football / Gridiron",5.490,3566,2,90,Simultaneous Action Selection,0,2,90,46,90,Thinking Man's Football,boardgame,46,1966
5.21,5.49044,Sports,Uncategorized,"3M Sports Games,Sports: Baseball",5.490,8502,2,90,Dice Rolling,0,2,90,32,90,Big League Baseball,boardgame,32,1967
5.51,5.49041,"Modern Warfare,Wargame",Wargames,"Hong Kong,Magazine: Strategy & Tactics,Panzergruppe Guderian System",5.490,8324,2,120,Hex-and-Counter,12,2,120,146,120,The China War,boardgame,146,1979
5.56,5.49041,"Aviation / Flight,Modern Warfare,Movies / TV / Radio theme,Wargame",Wargames,,5.490,6766,6,60,"Hex-and-Counter,Simultaneous Action Selection",12,2,60,79,60,Top Gun,boardgame,79,1986
5.35,5.4904,"City Building,Political",Uncategorized,,5.490,297,6,120,Auction/Bidding,9,3,120,103,120,Stadens Nyckel,boardgame,103,1998
5.66,5.49039,Card Game,Uncategorized,,5.490,95115,3,20,Hand Management,12,1,20,63,20,Sopio,boardgame,63,2011
5.47,5.49039,Abstract Strategy,Abstract,"3M Bookshelf Series,Halma",5.490,336,2,15,Grid Movement,8,2,15,170,15,Jumpin,boardgame,170,1964
