category,geek_rate,classificationtype,minage,avg_rate,family,title,minplayers,playingtime,yearpublished,usersrated,maxplayers,page,itemnumber,bayesaverage,mechanism,num_votes,maxplaytime,type,id,minplaytime
"Expansion for Base-game,Fan Expansion,Print & Play",N/A,,8,N/A,Ticket to Ride,Transylvania (fan expansion to Ticket to Ride),2,60,2015,0,4,107,12,0,Route/Network Building,N/A,60,boardgameexpansion/boargame,186205,30
"Expansion for Base-game,Political",N/A,,0,6.5,,The Foreign King: Railroad / Catholic Against Liberals,2,0,2015,8,4,107,20,0,,8,0,boardgameexpansion/boargame,186319,0
"Animals,Expansion for Base-game,Racing",5.589,,8,6.71,Animals: Camels,Camel Up: The Referee Camel,2,30,2015,80,8,107,26,5.58929,"Betting/Wagering,Dice Rolling,Roll / Spin and Move",80,30,boardgameexpansion/boargame,186370,20
Expansion for Base-game,N/A,,0,7.53,Catan Scenarios,Catan Scenarios: Big Game Big Honor,3,0,2015,5,4,107,30,0,,5,0,boardgameexpansion/boargame,186395,0
"Expansion for Base-game,Miniatures,Wargame,World War II",N/A,,0,N/A,,Operation Marlet,2,0,2015,0,3,107,36,0,,N/A,0,boardgameexpansion/boargame,186478,0
"Adventure,Electronic,Expansion for Base-game,Exploration,Real-time",5.597,,12,7.53,"Archaeology,Queen Games Escape Series",Escape: The Curse of the Temple – Exchange Chamber and Teleporter Chamber,1,10,2015,49,5,107,38,5.59691,"Co-operative Play,Dice Rolling,Grid Movement,Modular Board,Tile Placement",49,10,boardgameexpansion/boargame,186481,10
"Expansion for Base-game,Horror,Miniatures,Zombies",N/A,,14,6.53,"Crowdfunding: Kickstarter,Solitaire Games","Run, Fight, or Die!: Jive Cat Boss Expansion",1,0,2015,20,6,107,42,0,Dice Rolling,20,0,boardgameexpansion/boargame,186515,60
"Expansion for Base-game,Horror,Wargame,World War II",5.554,,14,7.27,"Cthulhu Mythos,Normandie series",Shadows over Normandie: Cthulhu Mythos Call One,2,0,2015,30,3,107,46,5.55391,"Card Drafting,Dice Rolling,Modular Board,Variable Player Powers",30,0,boardgameexpansion/boargame,186520,90
"Expansion for Base-game,Miniatures,Wargame,World War II",N/A,,13,7.25,"Admin: Unreleased Games,Dust",Dust Tactics: Battlegroup Roza,2,90,2015,4,2,107,50,0,"Action Point Allowance System,Dice Rolling",4,90,boardgameexpansion/boargame,186534,30
Expansion for Base-game,5.633,,13,8.01,"Country: Poland,Crowdfunding: Wspieram",Zamki szalonego króla Ludwika: Polskie zamki,1,0,2015,55,4,107,54,5.63312,"Pattern Building,Set Collection,Tile Placement",55,0,boardgameexpansion/boargame,186549,90
Transportation,N/A,,8,7.4,,Manhattan TraffIQ: 5th Avenue,2,60,2015,5,5,107,60,0,"Grid Movement,Modular Board,Tile Placement",5,60,boardgameexpansion/boargame,186711,30
Card Game,N/A,,0,N/A,,Secret Santa: Mrs Claus,4,0,2015,0,8,107,64,0,,N/A,0,boardgameexpansion/boargame,186719,0
"Collectible Components,Comic Book / Strip,Dice,Expansion for Base-game,Fighting",5.617,,14,7.29,,Marvel Dice Masters: The Uncanny X-Men – Collector's Box,2,60,2014,68,2,107,67,5.6174,,68,60,boardgameexpansion/boargame,186773,30
Expansion for Base-game,N/A,,10,7,"Crowdfunding: Kickstarter,Super Dungeon Explore",Super Dungeon Explore: Legends,1,240,2017,11,6,107,73,0,"Action Point Allowance System,Dice Rolling,Grid Movement,Modular Board,Partnerships,Variable Phase Order,Variable Player Powers",11,240,boardgameexpansion/boargame,186831,120
"Civilization,Expansion for Base-game,Science Fiction",N/A,,14,6.78,"4X games,Crowdfunding: Kickstarter",Exodus: Edge of Extinction – Kickstarter Limited Components,1,0,2015,9,6,107,77,0,"Action Point Allowance System,Area Control / Area Influence,Area Movement,Auction/Bidding,Dice Rolling,Hex-and-Counter,Simultaneous Action Selection,Variable Player Powers,Voting",9,0,boardgameexpansion/boargame,186858,120
Expansion for Base-game,N/A,,14,5.5,Ancient Rome,Rome: City of Marble – Patriarchs & Wild Tiles Expansion,2,75,2015,4,4,107,82,0,Tile Placement,4,75,boardgameexpansion/boargame,186865,45
"Expansion for Base-game,Fantasy,Miniatures",N/A,,14,7.67,,Golem Arcana: Urugal – Ashmogh Colossus,2,45,2015,6,8,107,88,0,,6,45,boardgameexpansion/boargame,186920,45
"Civilization,Expansion for Base-game,Science Fiction",N/A,,14,7.82,Crowdfunding: Kickstarter,Exodus: Edge of Extinction – Kickstarter Edition,1,0,2015,11,6,107,92,0,"Action Point Allowance System,Area Control / Area Influence,Area Movement,Auction/Bidding,Dice Rolling,Hex-and-Counter,Simultaneous Action Selection,Variable Phase Order,Voting",11,0,boardgameexpansion/boargame,186955,120
"Card Game,Expansion for Base-game,Movies / TV / Radio theme,Science Fiction",5.567,,10,7.65,"Living Card Game,Star Wars: The Card Game LCG",Star Wars: The Card Game – So Be It,2,0,2016,31,2,107,98,5.56719,"Hand Management,Variable Player Powers",31,0,boardgameexpansion/boargame,187047,60
"American Civil War,Expansion for Base-game,Miniatures,Wargame",N/A,,0,10,,To the Sound of the Guns: Scenarios for Johnny Reb,0,0,1988,1,0,108,7,0,,1,0,boardgameexpansion/boargame,187117,0
Abstract Strategy,N/A,,0,6,"Checkers,Crowdfunding: Kickstarter",The Check Deck,2,0,2015,1,2,108,9,0,Hand Management,1,0,boardgameexpansion/boargame,187185,0
"Bluffing,Deduction,Expansion for Base-game,Murder/Mystery",5.552,,14,6.84,Crowdfunding: Kickstarter,10' to Kill: Expansions,2,15,2015,41,5,108,14,5.55215,"Action / Movement Programming,Memory,Modular Board,Player Elimination,Secret Unit Deployment",41,15,boardgameexpansion/boargame,187261,10
"Animals,Card Game,Expansion for Base-game,Fighting,Humor,Racing",N/A,,10,6,Animals: Sheep,Schäferstündchen: Der Holzfäller,4,30,2015,2,8,108,18,0,,2,30,boardgameexpansion/boargame,187339,20
"Card Game,Expansion for Base-game,Fighting,Miniatures",N/A,,8,6.75,Krosmaster,Krosmaster: Arena – Darkli Moon,2,60,2015,4,4,108,21,0,"Action Point Allowance System,Card Drafting,Dice Rolling,Press Your Luck,Variable Player Powers",4,60,boardgameexpansion/boargame,187355,60
"Card Game,Expansion for Base-game,Fighting,Miniatures",N/A,,8,6.83,Krosmaster,Krosmaster: Arena – Goldenrod Terminatot,2,60,2014,6,4,108,23,0,"Action Point Allowance System,Card Drafting,Dice Rolling,Press Your Luck,Variable Player Powers",6,60,boardgameexpansion/boargame,187357,60
"Expansion for Base-game,Fan Expansion,Print & Play",N/A,,8,N/A,Ticket to Ride,Ireland (fan expansion of Ticket to Ride),2,60,2015,0,4,108,30,0,Route/Network Building,N/A,60,boardgameexpansion/boargame,187447,30
Expansion for Base-game,5.551,,0,7.28,,B-Sieged: Heroes Set 2,0,0,2016,32,0,108,37,5.55082,,32,0,boardgameexpansion/boargame,187537,0
"Card Game,Children's Game,Expansion for Base-game",N/A,,6,N/A,Die Maus,Frag Doch Mal: Das Clevere Spiel,2,0,0,0,6,108,41,0,,N/A,0,boardgameexpansion/boargame,187608,0
"Book,Miniatures,Wargame,World War II",N/A,,0,7.5,Flames of War,Flames of War: Atlantik Wall – The German Defence of France June-September 1944,2,0,2013,2,0,108,45,0,"Dice Rolling,Variable Player Powers",2,0,boardgameexpansion/boargame,187701,0
"Bluffing,Card Game,Deduction,Pirates",N/A,,10,N/A,,Pirates Code II: Pirate Alliance and The Curse of the King,3,0,2015,0,4,108,51,0,"Co-operative Play,Hand Management,Memory",N/A,0,boardgameexpansion/boargame,187822,10
"Card Game,Dice,Fantasy,Wargame",N/A,,0,6.66,Battleground Fantasy Warfare,Battleground Fantasy Warfare: Elves of Ravenwood Reinforcements,2,0,2006,5,2,108,56,0,Variable Phase Order,5,0,boardgameexpansion/boargame,187861,0
"Ancient,Card Game,Dice,Wargame",N/A,,0,6.25,Battleground Fantasy Warfare,Battleground Historical Warfare: Alexander vs. Persia Reinforcements,2,0,2015,4,2,108,60,0,Variable Phase Order,4,0,boardgameexpansion/boargame,187865,0
"Adventure,Expansion for Base-game,Fantasy,Mature / Adult,Miniatures",N/A,,0,7.57,"Crowdfunding: Kickstarter,Holidays: Halloween,Kingdom Death,Promotional Cards",Kingdom Death: Monster – Jack O' Lantern Promo,1,90,2015,14,6,108,68,0,"Co-operative Play,Dice Rolling,Grid Movement,Paper-and-Pencil,Role Playing",14,90,boardgameexpansion/boargame,187893,30
"Economic,Expansion for Base-game,Miniatures,Negotiation,Political,Wargame,World War II",N/A,,10,6.38,Crowdfunding: Kickstarter,Attack! Deluxe,2,240,2016,15,6,108,72,0,"Area Movement,Auction/Bidding,Dice Rolling,Hand Management,Player Elimination,Point to Point Movement,Set Collection,Trading",15,240,boardgameexpansion/boargame,188000,90
"Card Game,Fantasy,Medieval,Wargame",N/A,,13,6.25,,Castle Assault: Sir Mitchell Greencastle Promo Card,1,60,2015,2,2,108,76,0,"Area Control / Area Influence,Campaign / Battle Card Driven,Dice Rolling,Grid Movement",2,60,boardgameexpansion/boargame,188048,30
"City Building,Expansion for Base-game,Territory Building",N/A,,8,7.61,"3D Games,Crowdfunding: Kickstarter,Oceanian Theme,Tropical theme",Taluva: Deluxe Game Board,2,45,2015,9,4,108,80,0,"Modular Board,Tile Placement",9,45,boardgameexpansion/boargame,188079,45
"Card Game,Expansion for Base-game,Fighting,Racing,Science Fiction",N/A,,10,7,Car Wars,Car Wars: The Card Game – Out of Control Promo Card,2,20,2015,2,6,108,88,0,"Take That,Variable Player Powers",2,20,boardgameexpansion/boargame,188170,10
Expansion for Base-game,N/A,,14,7.95,Mistfall,Mistfall: Enemy Pack 1,1,120,2015,20,4,108,96,0,,20,120,boardgameexpansion/boargame,188311,90
Expansion for Base-game,N/A,,14,7.53,Mistfall,Mistfall: Quest & Nightmare Time Cards,1,120,2015,20,4,108,97,0,,20,120,boardgameexpansion/boargame,188313,90
"Adventure,Fantasy,Fighting,Miniatures",N/A,,12,8,"Campaign Games,Crowdfunding: Kickstarter,Solitaire Games",Sword & Sorcery: Vastaryous' Lair,1,90,2016,16,5,108,99,0,"Action Point Allowance System,Area Movement,Co-operative Play,Dice Rolling,Modular Board,Variable Player Powers",16,90,boardgameexpansion/boargame,188349,60
"Adventure,Expansion for Base-game,Fantasy,Miniatures",5.661,,8,8.12,Arcadia Quest,Arcadia Quest: Frost Dragon,2,120,2017,69,4,109,8,5.66077,"Dice Rolling,Grid Movement,Modular Board",69,120,boardgameexpansion/boargame,188447,60
"Card Game,Expansion for Base-game,Humor,Mature / Adult,Party Game",5.57,,17,7.02,Cards Against Humanity,Cards Against Humanity: Food Pack,4,0,2015,65,30,109,12,5.56969,"Hand Management,Simultaneous Action Selection",65,0,boardgameexpansion/boargame,188496,30
"Card Game,Expansion for Base-game,Humor,Mature / Adult,Party Game",5.618,,17,7.11,Cards Against Humanity,Cards Against Humanity: Fantasy Pack,4,0,2015,96,30,109,13,5.6177,"Hand Management,Simultaneous Action Selection",96,0,boardgameexpansion/boargame,188497,30
"City Building,Expansion for Base-game",N/A,,14,7.46,,Dice City: Embassy,2,60,2015,22,4,109,17,0,"Dice Rolling,Worker Placement",22,60,boardgameexpansion/boargame,188539,45
"Card Game,Fantasy",N/A,,12,5.25,"Promotional Cards,Thunderstone",Thunderstone: Promokarte Wächter der Stärke,1,90,2011,4,5,109,19,0,"Card Drafting,Deck / Pool Building,Hand Management",4,90,boardgameexpansion/boargame,188593,60
"Bluffing,Fighting,Humor,Mafia,Negotiation,Party Game",N/A,,10,6.53,Ca$h 'n Gun$,Ca$h 'n Guns (Second Edition): The Fast Gun,4,30,2015,19,8,109,23,0,"Player Elimination,Simultaneous Action Selection,Take That,Variable Player Powers",19,30,boardgameexpansion/boargame,188650,30
Party Game,N/A,,12,N/A,,Accentuate Quotes Expansion: Films,4,0,2015,0,12,109,37,0,Acting,N/A,0,boardgameexpansion/boargame,188849,30
"Fantasy,Fighting,Medieval",N/A,,8,6.5,,Imperial Harvest: Broomstick Monkey,2,60,2015,2,6,109,42,0,"Action Point Allowance System,Grid Movement,Modular Board,Set Collection,Variable Player Powers",2,60,boardgameexpansion/boargame,188974,20
"Expansion for Base-game,Science Fiction",N/A,,13,7.59,,Extra Pilots: An Expansion for Far Space Foundry,1,80,2015,14,4,109,44,0,"Press Your Luck,Set Collection,Worker Placement",14,80,boardgameexpansion/boargame,188989,20
"Adventure,Expansion for Base-game,Fantasy,Medieval,Science Fiction",7.134,,12,7.93,"T.I.M.E Stories,Time Travel",T.I.M.E Stories: A Prophecy of Dragons,2,180,2016,2073,4,109,46,7.13424,"Co-operative Play,Dice Rolling,Role Playing,Storytelling,Time Track,Variable Player Powers,Voting",2073,180,boardgameexpansion/boargame,189035,90
"Card Game,Fantasy,Fighting,Medieval,Negotiation,Novel-based",5.724,,0,8.09,"A Game of Thrones LCG,Living Card Game,A Song of Ice and Fire",A Game of Thrones: The Card Game (Second Edition) – Wolves of the North,2,120,2016,95,4,109,54,5.7239,"Card Drafting,Hand Management,Simultaneous Action Selection,Variable Player Powers",95,120,boardgameexpansion/boargame,189169,60
"American West,Expansion for Base-game,Fighting,Trains",N/A,,10,7.76,Admin: Better Description Needed!,Colt Express: Le tunnel avant l’arrivée en gare,2,40,2015,16,6,109,78,0,"Action / Movement Programming,Hand Management,Memory,Modular Board,Take That,Variable Player Powers",16,40,boardgameexpansion/boargame,189394,30
"Expansion for Base-game,Fan Expansion,Print & Play",N/A,,8,N/A,Ticket to Ride,Ancient Greece (fan expansion to Ticket to Ride),2,60,2015,0,4,109,83,0,Route/Network Building,N/A,60,boardgameexpansion/boargame,189445,30
"Book,Expansion for Base-game,Fantasy,Miniatures,Wargame",N/A,,0,6.8,,Destiny of Kings,2,0,2016,5,0,109,87,0,,5,0,boardgameexpansion/boargame,189518,0
"Card Game,Economic,Industry / Manufacturing,Science Fiction",N/A,,10,7.23,Crowdfunding: Kickstarter,Xenon Profiteer: Tactics & Profiteers Expansion Pack,2,0,2015,29,4,109,90,0,"Deck / Pool Building,Hand Management,Simulation",29,0,boardgameexpansion/boargame,189616,30
"Expansion for Base-game,Fantasy",N/A,,10,7.75,Legends of Andor,Legends of Andor: Journey to the North – Die Rückkehr der Schwarzen Kogge,2,90,2015,12,4,109,98,0,Co-operative Play,12,90,boardgameexpansion/boargame,189649,60
Expansion for Base-game,5.589,,12,7.05,,Targi: The Action Tokens,2,0,2015,58,2,109,100,5.58885,"Modular Board,Set Collection,Worker Placement",58,0,boardgameexpansion/boargame,189661,0
"Adventure,Ancient,Expansion for Base-game,Fantasy",6.772,,12,7.71,"T.I.M.E Stories,Time Travel",T.I.M.E Stories: Under the Mask,2,0,2016,1336,4,110,2,6.77228,"Co-operative Play,Dice Rolling,Role Playing,Storytelling,Time Track,Variable Player Powers,Voting",1336,0,boardgameexpansion/boargame,189686,90
"Fantasy,Horror,Miniatures,Wargame",N/A,,12,4.5,,Malifaux: Master of Puppets – Collodi Box Set,2,0,2015,2,2,110,6,0,"Area Control / Area Influence,Campaign / Battle Card Driven,Variable Player Powers",2,0,boardgameexpansion/boargame,189752,0
"Expansion for Base-game,Fan Expansion,Print & Play",N/A,,8,N/A,Ticket to Ride,Greece (fan expansion to Ticket to Ride),2,60,2015,0,4,110,14,0,Route/Network Building,N/A,60,boardgameexpansion/boargame,189868,30
Humor,N/A,,10,6.49,"Country: Australia,Crowdfunding: Kickstarter,Guild: Game Designers of North Carolina",Wombat Rescue: 5th Player Expansion,1,0,2015,14,5,110,17,0,"Grid Movement,Modular Board,Pick-up and Deliver,Route/Network Building",14,0,boardgameexpansion/boargame,189884,60
"Card Game,Expansion for Base-game,Fantasy,Novel-based",N/A,,13,8.11,"Living Card Game,Lord of the Rings: The Card Game (LCG),Tolkien Games",The Lord of the Rings: The Card Game – Nightmare Deck: The Three Trials,1,90,2015,17,4,110,25,0,"Co-operative Play,Hand Management,Variable Player Powers",17,90,boardgameexpansion/boargame,189949,30
"Card Game,Expansion for Base-game,Fantasy",5.577,,13,7.87,"100 Swords,Crowdfunding: Kickstarter",100 Swords: The Magic Computer's Dungeon Builder Set,1,35,2016,41,2,110,31,5.5771,"Deck / Pool Building,Hand Management",41,35,boardgameexpansion/boargame,190022,35
"Card Game,Expansion for Base-game,Fighting,Humor",N/A,,5,N/A,,Superfight: PAX Prime 2015 Promo Pack,2,30,2015,0,10,110,35,0,Storytelling,N/A,30,boardgameexpansion/boargame,190040,30
"Expansion for Base-game,Fan Expansion,Print & Play",N/A,,8,N/A,Ticket to Ride,Turkey (fan expansion to Ticket to Ride),2,60,2015,0,4,110,40,0,Route/Network Building,N/A,60,boardgameexpansion/boargame,190161,30
"Card Game,Expansion for Base-game,Humor",N/A,,10,8,"Holidays: Christmas,Munchkin",Munchkin: Yule Log,3,2,2015,7,6,110,44,0,"Dice Rolling,Hand Management,Variable Player Powers",7,2,boardgameexpansion/boargame,190223,1
"Expansion for Base-game,Wargame,World War II",N/A,,12,4.75,Panzer Grenadier,Panzer Grenadier: River Fleets,1,240,2016,2,2,110,48,0,"Dice Rolling,Hex-and-Counter,Modular Board,Secret Unit Deployment,Simulation",2,240,boardgameexpansion/boargame,190415,60
"Action / Dexterity,Animals,Children's Game,Real-time",N/A,,6,8,,Flip Hop: Bonus 1,2,15,2016,1,4,110,52,0,"Memory,Tile Placement",1,15,boardgameexpansion/boargame,190496,15
"Animals,Expansion for Base-game,Farming",N/A,,10,6.8,,El Gaucho: Fodder for the Cattle,2,60,2015,23,4,110,56,0,"Dice Rolling,Set Collection,Worker Placement",23,60,boardgameexpansion/boargame,190550,60
"Card Game,Expansion for Base-game,Fighting,Miniatures",N/A,,8,7.67,Krosmaster,Krosmaster: Arena – Cardboard Tube Samurai,2,60,2015,6,4,110,62,0,"Action Point Allowance System,Card Drafting,Dice Rolling,Press Your Luck,Variable Player Powers",6,60,boardgameexpansion/boargame,190570,60
"Fantasy,Miniatures,Sports",N/A,,6,7,,Helvetia Cup: Tournament Box,2,120,2016,1,4,110,66,0,"Roll / Spin and Move,Simulation",1,120,boardgameexpansion/boargame,190595,30
"Civilization,Expansion for Base-game,Fighting,Print & Play,Science Fiction,Space Exploration",N/A,,14,7.04,Eclipse,Eclipse: Gift of the Elders,2,200,2015,12,9,110,72,0,"Area Control / Area Influence,Dice Rolling,Grid Movement,Modular Board,Player Elimination,Tile Placement,Variable Player Powers",12,200,boardgameexpansion/boargame,190742,60
"Korean War,Wargame",N/A,,12,5.5,"Advanced Squad Leader,Country: Korea",Advanced Squad Leader: Forgotten War – Korean War of 1950-1953,2,120,0,2,2,110,78,0,Hex-and-Counter,2,120,boardgameexpansion/boargame,190839,120
"Card Game,Expansion for Base-game,Science Fiction",N/A,,0,7.15,,XenoShyft: Onslaught – Game Night Kit #1,1,0,2015,14,4,110,83,0,"Co-operative Play,Deck / Pool Building,Variable Player Powers",14,0,boardgameexpansion/boargame,191054,0
"Dice,Fantasy",N/A,,12,5,,QUBQST: Expansion One,1,30,2015,2,4,110,85,0,Dice Rolling,2,30,boardgameexpansion/boargame,191079,15
"Card Game,Fantasy,Fighting",N/A,,12,6.33,"Pixel Tactics,World of Indines",Pixel Tactics: Princess / Princess Annette,2,45,2015,6,2,110,87,0,"Hand Management,Variable Player Powers",6,45,boardgameexpansion/boargame,191090,45
"Children's Game,Expansion for Base-game,Science Fiction",N/A,,7,4.33,"Star Wars,Star Wars: Box Busters",Star Wars: Box Busters – Rebels TIE Fighter Attack,2,0,2015,3,0,110,90,0,"Dice Rolling,Player Elimination",3,0,boardgameexpansion/boargame,191173,0
"Card Game,Expansion for Base-game",5.598,,13,7.77,"Promotional Cards,Sentinel Comics,Superheroes",Sentinels of the Multiverse: Scholar of the Infinite Promo Card,1,120,2015,44,5,110,96,5.59832,"Co-operative Play,Hand Management,Variable Player Powers",44,120,boardgameexpansion/boargame,191286,30
